@colour Calc,@drill Down,@Label,DEPENDENCY_NAME,DRILL_DOWN_FLAG,END_NODE_ID,FINAL_OBJECT,Null Highlight,OBJECT_NAME,PATH,Show PAth,START_NODE_ID,@Curve,@Sigmoid Curve,@X Axis,DEPENDENCY_TYPE,END_NODE_LEVEL,Range,START_NODE_LEVEL
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.017154971,0.008577485,19.25,0,4,-4.75,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.008577485,7.25,0,3,-4.75,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.008577485,0.008577485,7.25,0,3,-4.75,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.017154971,0.008577485,-4.75,0,2,-4.75,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.008577485,0.008577485,-4.75,0,2,-4.75,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.008577485,-4.75,0,2,-4.75,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.008577485,0.008577485,-4.75,0,2,-4.75,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.017154971,0.008577485,-4.75,0,2,-4.75,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.010986943,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.010986943,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.010986943,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.010986943,55.5,0,7,-4.5,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.010986943,0.010986943,55.5,0,7,-4.5,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.010986943,43.5,0,6,-4.5,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.010986943,0.010986943,43.5,0,6,-4.5,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.010986943,43.5,0,6,-4.5,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.010986943,0.010986943,43.5,0,6,-4.5,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.010986943,43.5,0,6,-4.5,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.010986943,0.010986943,43.5,0,6,-4.5,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.010986943,43.5,0,6,-4.5,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.010986943,0.010986943,43.5,0,6,-4.5,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.010986943,31.5,0,5,-4.5,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.010986943,31.5,0,5,-4.5,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.010986943,31.5,0,5,-4.5,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.010986943,31.5,0,5,-4.5,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.978026115,0.010986943,19.5,0,4,-4.5,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.989013057,0.010986943,19.5,0,4,-4.5,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.010986943,19.5,0,4,-4.5,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.010986943,0.010986943,19.5,0,4,-4.5,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.021973885,0.010986943,19.5,0,4,-4.5,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.010986943,7.5,0,3,-4.5,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.010986943,0.010986943,7.5,0,3,-4.5,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.021973885,0.010986943,-4.5,0,2,-4.5,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.010986943,0.010986943,-4.5,0,2,-4.5,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.010986943,-4.5,0,2,-4.5,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.010986943,0.010986943,-4.5,0,2,-4.5,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.021973885,0.010986943,-4.5,0,2,-4.5,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.014063627,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.014063627,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.014063627,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.014063627,55.75,0,7,-4.25,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.014063627,0.014063627,55.75,0,7,-4.25,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.014063627,43.75,0,6,-4.25,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.014063627,0.014063627,43.75,0,6,-4.25,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.014063627,43.75,0,6,-4.25,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.014063627,0.014063627,43.75,0,6,-4.25,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.014063627,43.75,0,6,-4.25,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.014063627,0.014063627,43.75,0,6,-4.25,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.014063627,43.75,0,6,-4.25,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.014063627,0.014063627,43.75,0,6,-4.25,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.014063627,31.75,0,5,-4.25,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.014063627,31.75,0,5,-4.25,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.014063627,31.75,0,5,-4.25,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.014063627,31.75,0,5,-4.25,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.971872746,0.014063627,19.75,0,4,-4.25,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.985936373,0.014063627,19.75,0,4,-4.25,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.014063627,19.75,0,4,-4.25,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.014063627,0.014063627,19.75,0,4,-4.25,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.028127254,0.014063627,19.75,0,4,-4.25,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.014063627,7.75,0,3,-4.25,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.014063627,0.014063627,7.75,0,3,-4.25,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.028127254,0.014063627,-4.25,0,2,-4.25,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.014063627,0.014063627,-4.25,0,2,-4.25,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.014063627,-4.25,0,2,-4.25,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.014063627,0.014063627,-4.25,0,2,-4.25,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.028127254,0.014063627,-4.25,0,2,-4.25,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.017986210,56,0,7,-4,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.017986210,0.017986210,56,0,7,-4,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.017986210,56,0,7,-4,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.017986210,0.017986210,56,0,7,-4,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.017986210,56,0,7,-4,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.017986210,0.017986210,56,0,7,-4,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.017986210,56,0,7,-4,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.017986210,0.017986210,56,0,7,-4,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.017986210,44,0,6,-4,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.017986210,0.017986210,44,0,6,-4,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.017986210,44,0,6,-4,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.017986210,0.017986210,44,0,6,-4,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.017986210,44,0,6,-4,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.017986210,0.017986210,44,0,6,-4,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.017986210,44,0,6,-4,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.017986210,0.017986210,44,0,6,-4,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.017986210,32,0,5,-4,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.017986210,32,0,5,-4,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.017986210,32,0,5,-4,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.017986210,32,0,5,-4,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.964027580,0.017986210,20,0,4,-4,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.982013790,0.017986210,20,0,4,-4,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.017986210,20,0,4,-4,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.017986210,0.017986210,20,0,4,-4,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.035972420,0.017986210,20,0,4,-4,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.017986210,8,0,3,-4,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.017986210,0.017986210,8,0,3,-4,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.035972420,0.017986210,-4,0,2,-4,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.017986210,0.017986210,-4,0,2,-4,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.017986210,-4,0,2,-4,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.017986210,0.017986210,-4,0,2,-4,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.035972420,0.017986210,-4,0,2,-4,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.022977370,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.022977370,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.022977370,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.022977370,56.25,0,7,-3.75,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.022977370,0.022977370,56.25,0,7,-3.75,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.022977370,44.25,0,6,-3.75,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.022977370,0.022977370,44.25,0,6,-3.75,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.022977370,44.25,0,6,-3.75,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.022977370,0.022977370,44.25,0,6,-3.75,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.022977370,44.25,0,6,-3.75,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.022977370,0.022977370,44.25,0,6,-3.75,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.022977370,44.25,0,6,-3.75,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.022977370,0.022977370,44.25,0,6,-3.75,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.022977370,32.25,0,5,-3.75,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.022977370,32.25,0,5,-3.75,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.022977370,32.25,0,5,-3.75,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.022977370,32.25,0,5,-3.75,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.954045260,0.022977370,20.25,0,4,-3.75,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.977022630,0.022977370,20.25,0,4,-3.75,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.022977370,20.25,0,4,-3.75,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.022977370,0.022977370,20.25,0,4,-3.75,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.045954740,0.022977370,20.25,0,4,-3.75,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.022977370,8.25,0,3,-3.75,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.022977370,0.022977370,8.25,0,3,-3.75,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.045954740,0.022977370,-3.75,0,2,-3.75,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.022977370,0.022977370,-3.75,0,2,-3.75,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.022977370,-3.75,0,2,-3.75,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.022977370,0.022977370,-3.75,0,2,-3.75,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.045954740,0.022977370,-3.75,0,2,-3.75,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.029312231,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.029312231,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.029312231,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.029312231,56.5,0,7,-3.5,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.029312231,0.029312231,56.5,0,7,-3.5,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.029312231,44.5,0,6,-3.5,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.029312231,0.029312231,44.5,0,6,-3.5,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.029312231,44.5,0,6,-3.5,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.029312231,0.029312231,44.5,0,6,-3.5,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.029312231,44.5,0,6,-3.5,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.029312231,0.029312231,44.5,0,6,-3.5,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.029312231,44.5,0,6,-3.5,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.029312231,0.029312231,44.5,0,6,-3.5,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.029312231,32.5,0,5,-3.5,4
Null,Drill Down,,Node4.3,真,-3,Node0,,Node3.3,0|-2|-3|-3|-3,偽,-3,-3,0.029312231,32.5,0,5,-3.5,4
Null,Drill Down,,Node4.2,真,-4,Node0,,Node3.2,0|-2|-3|-4|-4,偽,-4,-4,0.029312231,32.5,0,5,-3.5,4
Null,Drill Down,,Node4.1,真,-5,Node0,,Node3.1,0|-2|-3|-5|-5,偽,-5,-5,0.029312231,32.5,0,5,-3.5,4
Null,,,Node3.5,偽,-1,Node0,,Node2.1,0|-2|-3|-1,偽,-3,-2.941375538,0.029312231,20.5,0,4,-3.5,3
Null,Drill Down,,Node3.4,真,-2,Node0,,Node2.1,0|-2|-3|-2,偽,-3,-2.970687769,0.029312231,20.5,0,4,-3.5,3
Null,Drill Down,,Node3.3,真,-3,Node0,,Node2.1,0|-2|-3|-3,偽,-3,-3,0.029312231,20.5,0,4,-3.5,3
Null,Drill Down,,Node3.2,真,-4,Node0,,Node2.1,0|-2|-3|-4,偽,-3,-3.029312231,0.029312231,20.5,0,4,-3.5,3
Null,Drill Down,,Node3.1,真,-5,Node0,,Node2.1,0|-2|-3|-5,偽,-3,-3.058624462,0.029312231,20.5,0,4,-3.5,3
Null,,,Node2.2,偽,-2,Node0,,Node1.1,0|-2|-2,偽,-2,-2,0.029312231,8.5,0,3,-3.5,2
Null,Drill Down,,Node2.1,真,-3,Node0,,Node1.1,0|-2|-3,偽,-2,-2.029312231,0.029312231,8.5,0,3,-3.5,2
Null,,,Node1.5,偽,2,Node0,,Node0,0|2,真,0,0.058624462,0.029312231,-3.5,0,2,-3.5,1
Null,,,Node1.4,偽,1,Node0,,Node0,0|1,真,0,0.029312231,0.029312231,-3.5,0,2,-3.5,1
Null,,,Node1.3,偽,0,Node0,,Node0,0|0,真,0,0,0.029312231,-3.5,0,2,-3.5,1
Null,,,Node1.2,偽,-1,Node0,,Node0,0|-1,真,0,-0.029312231,0.029312231,-3.5,0,2,-3.5,1
Null,Drill Down,,Node1.1,真,-2,Node0,,Node0,0|-2,真,0,-0.058624462,0.029312231,-3.5,0,2,-3.5,1
Null,,,Node6.8,偽,-3,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-3,偽,-3,-3,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.7,偽,-4,Node0,,Node5.7,0|-2|-3|-2|-2|-3|-4,偽,-3,-3.037326887,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.6,偽,-4,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-4,偽,-4,-4,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.5,偽,-5,Node0,,Node5.5,0|-2|-3|-3|-3|-4|-5,偽,-4,-4.037326887,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.4,偽,-5,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-5,偽,-5,-5,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.3,偽,-6,Node0,,Node5.3,0|-2|-3|-4|-4|-5|-6,偽,-5,-5.037326887,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.2,偽,-6,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-6,偽,-6,-6,0.037326887,56.75,0,7,-3.25,6
Null,,,Node6.1,偽,-7,Node0,,Node5.1,0|-2|-3|-5|-5|-6|-7,偽,-6,-6.037326887,0.037326887,56.75,0,7,-3.25,6
Null,,,Node5.8,偽,-2,Node0,,Node4.4,0|-2|-3|-2|-2|-2,偽,-2,-2,0.037326887,44.75,0,6,-3.25,5
Null,Drill Down,,Node5.7,真,-3,Node0,,Node4.4,0|-2|-3|-2|-2|-3,偽,-2,-2.037326887,0.037326887,44.75,0,6,-3.25,5
Null,,,Node5.6,偽,-3,Node0,,Node4.3,0|-2|-3|-3|-3|-3,偽,-3,-3,0.037326887,44.75,0,6,-3.25,5
Null,Drill Down,,Node5.5,真,-4,Node0,,Node4.3,0|-2|-3|-3|-3|-4,偽,-3,-3.037326887,0.037326887,44.75,0,6,-3.25,5
Null,,,Node5.4,偽,-4,Node0,,Node4.2,0|-2|-3|-4|-4|-4,偽,-4,-4,0.037326887,44.75,0,6,-3.25,5
Null,Drill Down,,Node5.3,真,-5,Node0,,Node4.2,0|-2|-3|-4|-4|-5,偽,-4,-4.037326887,0.037326887,44.75,0,6,-3.25,5
Null,,,Node5.2,偽,-5,Node0,,Node4.1,0|-2|-3|-5|-5|-5,偽,-5,-5,0.037326887,44.75,0,6,-3.25,5
Null,Drill Down,,Node5.1,真,-6,Node0,,Node4.1,0|-2|-3|-5|-5|-6,偽,-5,-5.037326887,0.037326887,44.75,0,6,-3.25,5
Null,Drill Down,,Node4.4,真,-2,Node0,,Node3.4,0|-2|-3|-2|-2,偽,-2,-2,0.037326887,32.75,0,5,-3.25,4
